1,350,21.000000,0.000000,1,5,5383281,779,0,779,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383282,779,0,779,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383285,779,0,779,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383288,779,0,779,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383290,779,0,779,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383293,779,0,779,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383296,779,0,779,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383299,779,0,779,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383302,779,0,779,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383304,779,0,779,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383307,779,0,779,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383310,780,0,780,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383313,781,0,781,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383316,781,0,781,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383318,781,0,781,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383321,781,0,781,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383324,781,0,781,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383327,781,0,781,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383330,781,0,781,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383332,781,0,781,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383335,781,0,781,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383337,781,0,781,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383340,781,0,781,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383343,781,0,781,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383346,781,0,781,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383349,782,0,782,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383351,782,0,782,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383354,782,0,782,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383357,782,0,782,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383360,782,0,782,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383363,783,0,783,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383365,783,0,783,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383368,784,0,784,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383371,785,0,785,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383374,786,0,786,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383377,787,0,787,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383379,788,0,788,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383382,790,0,790,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383385,792,0,792,0,0,150,2,0
1,350,21.000000,0.000000,1,5,5383388,793,1,793,1,0,150,2,0
1,350,21.000000,0.000000,1,5,5383391,795,2,795,2,0,150,2,0
1,350,21.000000,0.000000,1,5,5383394,796,2,796,2,0,150,2,0
1,350,21.000000,0.000000,1,5,5383396,799,4,799,4,0,150,2,0
1,350,21.000000,0.000000,1,5,5383399,801,4,801,4,0,150,2,0
1,350,21.000000,0.000000,1,5,5383402,803,4,803,4,0,150,2,0
1,350,21.000000,0.000000,1,5,5383405,805,5,805,5,0,150,2,0
1,350,21.000000,0.000000,1,5,5383407,807,5,807,5,0,150,2,0
1,350,21.000000,0.000000,1,5,5383410,810,6,810,6,0,150,2,0
1,350,21.000000,0.000000,1,5,5383413,813,6,813,6,0,150,2,0
1,350,21.000000,0.000000,1,5,5383415,816,7,816,7,0,150,2,0
1,350,21.000000,0.000000,1,5,5383418,820,8,820,8,0,150,2,0
1,350,21.000000,0.000000,1,5,5383421,823,9,823,9,0,150,2,0
1,350,21.000000,0.000000,1,5,5383424,825,10,825,10,0,150,2,0
1,350,21.000000,0.000000,1,5,5383427,828,10,828,10,0,150,2,0
1,350,21.000000,0.000000,1,5,5383429,832,11,832,11,0,150,2,0
1,350,21.000000,0.000000,1,5,5383432,836,11,836,11,0,150,2,0
1,350,21.000000,0.000000,1,5,5383435,841,12,841,12,0,150,2,0
1,350,21.000000,0.000000,1,5,5383438,846,13,846,13,0,150,2,0
1,350,21.000000,0.000000,1,5,5383441,855,14,855,14,0,150,2,0
1,350,21.000000,0.000000,1,5,5383444,860,15,860,15,0,150,2,0
1,350,21.000000,0.000000,1,5,5383446,865,16,865,16,0,150,2,0
1,350,21.000000,0.000000,1,5,5383449,869,17,869,17,0,150,2,0
1,350,21.000000,0.000000,1,5,5383452,875,17,875,17,0,150,2,0
